# Average annual utilization of renewable technologies, calculated using regional solar irradiance data and wind resource curves to adjust default assumptions
region,supplysector,subsector,stub.technology,year,capacity.factor
South Korea,electricity,wind,wind,2030,0.29
South Korea,electricity,wind,wind,2035,0.29
South Korea,electricity,wind,wind,2040,0.29
South Korea,electricity,wind,wind,2045,0.29
South Korea,electricity,wind,wind,2050,0.29
South Korea,electricity,wind,wind,2055,0.29
South Korea,electricity,wind,wind,2060,0.29
South Korea,electricity,wind,wind,2065,0.29
South Korea,electricity,wind,wind,2070,0.29
South Korea,electricity,wind,wind,2075,0.29
South Korea,electricity,wind,wind,2080,0.29
South Korea,electricity,wind,wind,2085,0.29
South Korea,electricity,wind,wind,2090,0.29
South Korea,electricity,wind,wind,2095,0.29
South Korea,electricity,wind,wind,2100,0.29
Southeast Asia,electricity,wind,wind,1975,0.36
Southeast Asia,electricity,wind,wind,1990,0.36
Southeast Asia,electricity,wind,wind,2005,0.36
Southeast Asia,electricity,wind,wind,2010,0.36
Southeast Asia,electricity,wind,wind,2015,0.36
Southeast Asia,electricity,wind,wind,2020,0.36
Southeast Asia,electricity,wind,wind,2025,0.36
Southeast Asia,electricity,wind,wind,2030,0.36
Southeast Asia,electricity,wind,wind,2035,0.36
Southeast Asia,electricity,wind,wind,2040,0.36
Southeast Asia,electricity,wind,wind,2045,0.36
Southeast Asia,electricity,wind,wind,2050,0.36
Southeast Asia,electricity,wind,wind,2055,0.36
Southeast Asia,electricity,wind,wind,2060,0.36
Southeast Asia,electricity,wind,wind,2065,0.36
Southeast Asia,electricity,wind,wind,2070,0.36
Southeast Asia,electricity,wind,wind,2075,0.36
Southeast Asia,electricity,wind,wind,2080,0.36
Southeast Asia,electricity,wind,wind,2085,0.36
Southeast Asia,electricity,wind,wind,2090,0.36
Southeast Asia,electricity,wind,wind,2095,0.36
Southeast Asia,electricity,wind,wind,2100,0.36
Taiwan,electricity,wind,wind,1975,0.31
Taiwan,electricity,wind,wind,1990,0.31
Taiwan,electricity,wind,wind,2005,0.31
Taiwan,electricity,wind,wind,2010,0.31
Taiwan,electricity,wind,wind,2015,0.31
Taiwan,electricity,wind,wind,2020,0.31
Taiwan,electricity,wind,wind,2025,0.31
Taiwan,electricity,wind,wind,2030,0.31
Taiwan,electricity,wind,wind,2035,0.31
Taiwan,electricity,wind,wind,2040,0.31
Taiwan,electricity,wind,wind,2045,0.31
Taiwan,electricity,wind,wind,2050,0.31
Taiwan,electricity,wind,wind,2055,0.31
Taiwan,electricity,wind,wind,2060,0.31
Taiwan,electricity,wind,wind,2065,0.31
Taiwan,electricity,wind,wind,2070,0.31
Taiwan,electricity,wind,wind,2075,0.31
Taiwan,electricity,wind,wind,2080,0.31
Taiwan,electricity,wind,wind,2085,0.31
Taiwan,electricity,wind,wind,2090,0.31
Taiwan,electricity,wind,wind,2095,0.31
Taiwan,electricity,wind,wind,2100,0.31
Argentina,electricity,wind,wind,1975,0.37
Argentina,electricity,wind,wind,1990,0.37
Argentina,electricity,wind,wind,2005,0.37
Argentina,electricity,wind,wind,2010,0.37
Argentina,electricity,wind,wind,2015,0.37
Argentina,electricity,wind,wind,2020,0.37
Argentina,electricity,wind,wind,2025,0.37
Argentina,electricity,wind,wind,2030,0.37
Argentina,electricity,wind,wind,2035,0.37
Argentina,electricity,wind,wind,2040,0.37
Argentina,electricity,wind,wind,2045,0.37
Argentina,electricity,wind,wind,2050,0.37
Argentina,electricity,wind,wind,2055,0.37
Argentina,electricity,wind,wind,2060,0.37
Argentina,electricity,wind,wind,2065,0.37
Argentina,electricity,wind,wind,2070,0.37
Argentina,electricity,wind,wind,2075,0.37
Argentina,electricity,wind,wind,2080,0.37
Argentina,electricity,wind,wind,2085,0.37
Argentina,electricity,wind,wind,2090,0.37
Argentina,electricity,wind,wind,2095,0.37
Argentina,electricity,wind,wind,2100,0.37
Colombia,electricity,wind,wind,1975,0.32
Colombia,electricity,wind,wind,1990,0.32
Colombia,electricity,wind,wind,2005,0.32
Colombia,electricity,wind,wind,2010,0.32
Colombia,electricity,wind,wind,2015,0.32
Colombia,electricity,wind,wind,2020,0.32
Colombia,electricity,wind,wind,2025,0.32
Colombia,electricity,wind,wind,2030,0.32
Colombia,electricity,wind,wind,2035,0.32
Colombia,electricity,wind,wind,2040,0.32
Colombia,electricity,wind,wind,2045,0.32
Colombia,electricity,wind,wind,2050,0.32
Colombia,electricity,wind,wind,2055,0.32
Colombia,electricity,wind,wind,2060,0.32
Colombia,electricity,wind,wind,2065,0.32
Colombia,electricity,wind,wind,2070,0.32
Colombia,electricity,wind,wind,2075,0.32
Colombia,electricity,wind,wind,2080,0.32
Colombia,electricity,wind,wind,2085,0.32
Colombia,electricity,wind,wind,2090,0.32
Colombia,electricity,wind,wind,2095,0.32
Colombia,electricity,wind,wind,2100,0.32
USA,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.18912205972257043
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.26843248309903095
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.27372128033865095
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.2596185170291358
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.13021635173684187
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.27614644654131004
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.2430793287432556
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.24065927618732555
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.2547856195440274
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.2092269282094016
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.23772870939768762
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.19995844301815907
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.2328519317528795
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.21884005641796464
USA,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.20000027926248137
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.28236371581918507
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.28019915348303226
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.2755417615118509
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.273568227235575
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.27252165231737924
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.24671449411966645
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.12978073368063
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.2513321703172524
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.21467569500481587
China,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.23988502942693368
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.16551956929013956
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.18318186896046496
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.16287986929345916
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.21953476943749153
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.10990575200899136
India,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.24736071886589228
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.23176457618965834
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.18912205972257043
